1,2
0.85314,0.65924
0.3687,0.50531
2.002,2.5531
4.3057,4.3131
0.11104,0.11741
0.61877,0.44072
3.5786,3.6396
1.4059,1.4635
3.2683,3.1494
0.50573,0.49148
0.30077,0.39175
0.79706,0.80593
0.68569,0.70816
0.25653,0.32481
5.321,5.2384
1.0605,0.99266
