1,2
1.4021,1.5467
1.6261,1.7
6.0384,5.6603
2.5626,3.0318
1.0451,1.383
1.7388,1.7892
1.1131,1.0541
1.6923,1.8134
1.8257,1.5627
1.1353,1.2793
2.7331,2.7061
1.4505,1.8889
1.0215,0.94122
1.0006,0.74737
4.7214,4.8066
1.9911,1.6294
