0,1,2,3,4,5,6
-1.2524,0.21583,0.046582,1,2,1,1
-0.36834,-0.20431,0.041743,1,1,1,1
1.0818,0.74008,0.54772,1,1,1,1
1.0807,0.5818,0.3385,1,1,1,1
1.7454,-0.8856,0.7843,2,2,1,1
0.17248,-0.72772,0.52957,2,2,1,1
-1.7764,-0.72756,0.52935,2,1,1,1
-0.82982,-0.78175,0.61114,2,1,1,1
2.2319,-0.099195,0.0098396,1,2,1,1
-1.8075,0.0056144,3.1522e-05,1,2,1,1
-0.026005,0.53042,0.28135,2,2,1,1
0.70941,-0.62396,0.38933,1,2,1,1
-2.5136,0.21508,0.046261,1,2,1,1
-0.50853,0.0066985,4.487e-05,1,2,1,1
-1.1323,0.10975,0.012045,1,2,1,1
2.7863,-0.57166,0.32679,1,1,1,1
-1.9641,0.7403,0.54804,1,1,1,1
-0.162,0.05863,0.0034375,2,2,1,1
-1.3259,-1.2511,1.5653,2,1,1,1
-1.0224,-0.62287,0.38797,1,2,1,1
-0.5324,0.89679,0.80423,1,2,1,1
-0.50768,0.53049,0.28142,2,2,1,1
-1.3802,0.21561,0.046489,2,1,1,1
-1.0388,-0.098852,0.0097716,2,2,1,1
1.5556,-0.41307,0.17063,2,2,1,1
0.5438,-0.67462,0.45511,2,2,1,1
2.1726,-0.5714,0.3265,2,1,1,1
0.98024,0.21551,0.046444,1,2,1,1
0.23291,0.8449,0.71386,2,1,1,1
-0.48376,-0.046254,0.0021394,1,2,1,1
-0.37647,0.68745,0.47259,1,1,1,1
1.1548,-0.15088,0.022766,1,1,1,1
-1.3684,-1.1471,1.3158,2,1,1,1
1.0203,0.05789,0.0033512,2,2,1,1
-0.84365,-0.4143,0.17165,2,1,1,1
-1.2473,-0.57067,0.32566,2,1,1,1
0.31769,0.37392,0.13982,2,1,1,1
-0.091405,-0.7806,0.60934,2,2,1,1
0.76246,0.84456,0.71329,1,1,1,1
0.51998,-0.09835,0.0096727,2,2,1,1
-1.0302,0.94944,0.90143,1,2,1,1
-1.5142,-0.46682,0.21792,1,1,1,1
-2.7207,0.0056531,3.1958e-05,1,1,1,1
1.1431,0.89754,0.80558,1,1,1,1
-0.96831,0.73971,0.54716,1,1,1,1
-0.15549,-0.72865,0.53092,2,2,1,1
-1.4106,-0.46491,0.21614,2,2,1,1
-0.3897,-0.099281,0.0098567,2,1,1,1
-1.4318,0.89796,0.80633,1,2,1,1
-1.346,1.5263,2.3296,1,1,1,1
-1.0284,-0.30925,0.095634,1,2,1,1
0.71833,3.4161,11.67,1,1,1,1
-0.2607,1.0545,1.112,1,1,1,1
-1.2184,-0.99115,0.98238,2,1,1,1
-0.71431,-0.62367,0.38897,1,2,1,1
-1.6654,0.58239,0.33918,2,1,1,1
0.45749,-0.93701,0.87799,2,2,1,1
-1.1412,0.0053301,2.841e-05,1,2,1,1
-0.28243,0.16317,0.026624,1,2,1,1
-1.5508,-0.46629,0.21743,1,2,1,1
-0.556,1.579,2.4931,1,1,1,1
-0.052174,0.21691,0.047051,1,2,1,1
-0.74872,-0.77902,0.60687,2,2,1,1
1.727,1.1065,1.2243,1,2,1,1
-0.92957,-0.57072,0.32572,2,2,1,1
-0.30127,-0.9895,0.9791,2,1,1,1
-0.39608,0.89757,0.80562,1,1,1,1
1.1744,-0.62245,0.38745,1,1,1,1
-1.0602,0.42517,0.18077,1,1,1,1
-3.1252,1.8946,3.5894,1,1,1,1
0.30616,-0.83257,0.69318,2,2,1,1
-0.10101,0.26754,0.07158,1,1,1,1
-1.9135,0.21523,0.046322,1,2,1,1
0.28089,0.32055,0.10275,1,1,1,1
1.0154,-0.046913,0.0022008,1,2,1,1
-1.9596,-1.0949,1.1988,2,2,1,1
1.6744,1.5264,2.33,2,1,1,1
0.87014,0.73956,0.54695,1,1,1,1
1.1892,0.42569,0.18121,1,2,1,1
-3.207,-0.57094,0.32598,1,2,1,1
0.93405,-0.62342,0.38865,1,1,1,1
-1.6719,0.11069,0.012251,2,2,1,1
-1.2681,-0.46603,0.21719,1,2,1,1
0.66069,0.32061,0.10279,2,1,1,1
-1.9367,-0.938,0.87985,2,1,1,1
-1.2809,-0.78151,0.61076,2,1,1,1
0.35001,0.73977,0.54727,2,1,1,1
-0.21595,-0.36008,0.12966,2,1,1,1
-1.7267,-0.99048,0.98105,2,2,1,1
0.95897,-0.36098,0.13031,1,2,1,1
-0.11115,-0.72588,0.5269,2,1,1,1
-0.13429,-0.2047,0.041902,1,1,1,1
1.3851,-0.04633,0.0021465,1,2,1,1
0.19366,-0.30895,0.095449,2,2,1,1
-0.98631,-0.98989,0.97988,2,2,1,1
-0.83159,0.58236,0.33914,2,1,1,1
-0.70659,0.0064405,4.148e-05,2,2,1,1
-1.971,-1.0424,1.0866,2,1,1,1
-0.75519,-1.0426,1.0871,2,2,1,1
0.37334,0.32021,0.10253,1,1,1,1
0.18423,-0.51773,0.26804,2,2,1,1
0.36425,0.37253,0.13878,1,2,1,1
0.11929,0.37315,0.13924,1,2,1,1
-0.96063,-1.1477,1.3172,2,1,1,1
-1.2516,0.0061338,3.7624e-05,1,2,1,1
0.90377,-0.3615,0.13068,2,2,1,1
-2.2699,0.68678,0.47167,1,2,1,1
-2.3784,-0.83304,0.69396,1,1,1,1
-0.53253,-0.1514,0.022922,2,1,1,1
-3.2852,1.4217,2.0213,1,1,1,1
-1.1714,0.68596,0.47054,1,1,1,1
-0.68769,-1.2002,1.4405,2,2,1,2
-2.226,-0.51899,0.26935,2,2,1,2
-0.17211,-0.83354,0.6948,2,1,1,2
0.11696,0.79221,0.6276,1,2,1,2
1.5071,2.2081,4.8758,1,1,1,2
1.5948,0.89723,0.80502,1,2,1,2
0.50606,-0.46474,0.21598,2,1,1,2
0.41023,-0.57103,0.32607,2,2,1,2
0.56526,0.11103,0.012328,2,1,1,2
-0.13503,0.058205,0.0033878,1,2,1,2
-0.060539,-0.51875,0.2691,2,2,1,2
-0.69344,2.7843,7.7525,1,1,1,2
-0.85823,-0.51727,0.26756,2,2,1,2
0.27092,-0.78095,0.60989,2,2,1,2
1.7772,2.8896,8.35,1,2,1,2
1.377,2.4176,5.8446,1,1,1,2
-1.3466,0.42536,0.18093,1,2,1,2
-0.80079,-0.57069,0.32568,1,1,1,2
-1.1885,-0.62325,0.38844,1,2,1,2
-2.0272,1.4204,2.0177,1,1,1,2
0.19822,1.2113,1.4673,1,2,1,2
0.91213,5.4589,29.799,1,1,1,2
1.3094,1.4744,2.1737,1,1,1,2
-1.305,0.10989,0.012075,2,1,1,2
0.10388,0.1538,0.023654,2,2,1,2
1.5547,0.059375,0.0035253,1,2,1,2
0.13117,-0.51851,0.26886,2,2,1,2
-1.813,-0.25636,0.065718,2,2,1,2
-2.9438,2.6269,6.9004,1,1,1,2
-0.91851,-0.99061,0.98132,2,2,1,2
0.35445,-0.51778,0.2681,2,1,1,2
-2.2927,-0.67664,0.45784,2,2,1,2
-1.0127,-0.51916,0.26953,2,2,1,2
-1.4083,1.369,1.874,1,2,1,2
-1.6456,0.8962,0.80317,1,2,1,2
-0.66634,-0.67615,0.45718,1,2,1,2
-2.0745,0.056818,0.0032283,2,1,1,2
-3.7299,-1.1476,1.317,2,2,1,2
1.5648,-1.2537,1.5717,2,1,1,2
-1.2878,0.16361,0.026769,1,1,1,2
-0.89628,-1.6188,2.6206,2,1,1,2
0.27413,0.94992,0.90236,1,2,1,2
-1.5042,-0.15035,0.022605,1,2,1,2
-2.2273,2.2607,5.111,1,1,1,2
-0.69005,0.1102,0.012143,2,2,1,2
-1.1977,-1.0951,1.1992,2,1,1,2
-2.6761,-1.2531,1.5703,1,2,1,2
0.12731,-0.93916,0.88202,2,1,1,2
-0.67342,-1.2001,1.4401,2,2,1,2
-1.2308,0.0064148,4.1149e-05,2,1,1,2
-0.1363,-0.57119,0.32626,2,2,1,2
-2.1604,2.6275,6.9039,1,2,1,2
-0.48143,2.4711,6.1061,2,1,1,2
-0.56874,-1.0943,1.1974,2,1,1,2
-1.3657,1.3688,1.8737,1,1,1,2
0.66893,0.11043,0.012194,1,2,1,2
-1.5992,-0.36145,0.13064,1,2,1,2
0.77951,1.2118,1.4684,2,2,1,2
0.91383,-0.2563,0.065687,1,1,1,2
0.61015,-0.99083,0.98174,2,2,1,2
-0.61691,0.16306,0.026589,2,1,1,2
-0.80407,-0.46636,0.2175,2,2,1,2
0.42202,-0.99083,0.98174,1,1,1,2
0.34474,-0.51771,0.26803,1,2,1,2
-0.90637,-0.99083,0.98175,1,2,1,2
0.77992,-0.30868,0.095282,2,1,1,2
1.7061,1.6312,2.6607,1,1,1,2
1.2775,2.1032,4.4233,1,1,1,2
1.6872,-0.15144,0.022933,2,2,1,2
-0.28822,-1.0944,1.1978,2,2,1,2
-0.35675,-0.7274,0.52911,1,2,1,2
-3.3599,-1.0954,1.1998,2,2,1,2
1.9308,-0.67637,0.45747,2,1,1,2
-1.9702,-0.25682,0.065958,2,1,1,2
-1.4553,-0.88554,0.78418,1,1,1,2
1.1386,1.6842,2.8365,1,2,1,2
1.0122,-0.36007,0.12965,1,1,1,2
-1.8855,0.16304,0.026581,1,2,1,2
-0.39766,-1.7243,2.9734,2,2,1,2
-1.133,-0.46616,0.21731,1,1,1,2
1.6712,-0.8338,0.69522,1,2,1,2
0.16205,0.79182,0.62698,2,1,1,2
2.3553,-0.25489,0.064969,1,2,1,2
-1.735,0.0060785,3.6949e-05,2,1,1,2
-0.12201,-0.88489,0.78303,2,2,1,2
-0.74278,-1.1476,1.317,2,1,1,2
0.44368,0.057621,0.0033202,1,2,1,2
1.2867,0.47682,0.22735,1,2,1,2
0.055576,-0.046305,0.0021442,2,2,1,2
-0.96709,2.3127,5.3484,1,1,1,2
0.42625,0.16253,0.026416,1,1,1,2
-0.46187,-0.73017,0.53314,2,2,1,2
1.1134,0.68764,0.47285,1,2,1,2
0.027616,-0.88548,0.78408,2,2,1,2
-1.0361,0.16298,0.026562,1,2,1,2
1.1622,-1.2,1.4401,2,2,1,2
-1.345,0.84427,0.71279,1,1,1,2
-1.376,-0.88524,0.78364,2,1,1,2
3.0756,0.37372,0.13966,2,1,1,2
0.15639,-0.62373,0.38903,2,1,1,2
-0.50739,-0.098392,0.0096811,1,2,1,2
0.69201,1.2637,1.5968,1,1,1,2
1.3443,-0.51842,0.26876,2,1,1,2
0.90297,0.37236,0.13865,1,2,1,2
-0.28105,-0.4665,0.21762,2,2,1,2
0.14373,0.37294,0.13908,1,1,1,2
0.16744,-0.93778,0.87942,1,2,1,2
-0.29208,-0.10041,0.010083,2,2,1,2
0.29924,-0.9384,0.8806,2,1,1,2
0.3842,-0.046431,0.0021559,1,1,1,2
-1.3872,-0.25591,0.065492,1,1,1,2
-0.65639,-0.93779,0.87944,2,2,1,2
-0.98803,-0.88485,0.78296,2,2,1,2
0.44555,1.9453,3.7844,1,2,1,2
-4.3723,-0.41387,0.17129,2,1,1,2
1.7212,0.057033,0.0032528,2,1,1,2
0.012633,-0.098567,0.0097154,1,2,1,2
-2.9582,0.89732,0.80518,1,1,1,2
-2.0884,-0.15173,0.023021,1,2,1,2
-2.2796,-0.46635,0.21748,1,1,1,2
1.9322,-0.88538,0.78389,2,2,1,2
0.22241,-0.30793,0.094822,2,2,1,2
1.5033,-0.51894,0.2693,2,2,1,2
0.0074157,-0.046658,0.002177,1,2,1,2
2.5486,0.0045034,2.0281e-05,2,1,1,2
1.1193,-0.51824,0.26857,1,2,1,2
-1.2486,0.42497,0.1806,2,1,1,2
