0,1,2,3,4,5,6
0.030701,1.054,1.1109,1,1,1,1
0.47694,-0.14967,0.022402,1,2,1,1
0.5155,-0.6022,0.36264,1,2,1,2
-0.40765,-0.41356,0.17103,1,2,1,2
-1.646,1.9979,3.9916,2,1,1,2
0.4348,0.37207,0.13844,1,1,1,2
-1.0789,0.63481,0.40299,2,1,1,2
-0.095645,-0.41326,0.17079,1,1,1,1
0.57651,0.47739,0.2279,1,2,1,2
-0.05185,-0.36076,0.13015,1,1,1,1
-0.32036,0.47776,0.22825,1,1,1,2
1.204,-0.46626,0.2174,1,2,1,1
0.10447,-0.62311,0.38827,2,2,1,2
-0.39179,-1.5667,2.4546,2,1,1,1
-0.0078703,-1.4628,2.1398,2,1,1,1
-0.35476,-1.0947,1.1985,2,1,1,2
0.032522,-0.46663,0.21774,1,1,1,1
-0.38185,-1.2525,1.5687,2,2,1,2
-0.14164,-0.99058,0.98126,2,1,1,1
0.19614,-0.83286,0.69366,2,2,1,2
0.60444,0.16237,0.026364,1,2,1,2
0.57452,-0.83273,0.69344,2,1,1,1
0.6955,-0.93568,0.8755,2,2,1,2
0.66412,-0.62359,0.38887,2,2,1,2
0.051093,-0.46786,0.21889,1,1,1,1
-0.5566,-1.6723,2.7966,2,2,1,1
0.55064,-0.20405,0.041638,2,2,1,2
0.59056,1.5263,2.3296,1,1,1,1
0.34674,-0.99083,0.98174,2,1,1,2
1.1603,-0.93646,0.87696,2,1,1,1
0.094944,0.0067577,4.5666e-05,2,1,1,1
0.21415,-1.2003,1.4407,2,1,1,2
0.66436,-1.3054,1.7041,2,2,1,2
-0.50474,-0.20545,0.04221,1,2,1,1
0.11068,-0.62362,0.3889,1,2,1,2
-1.3605,-0.93859,0.88095,1,1,1,1
1.7752,-0.51876,0.26912,1,2,1,2
-1.1997,-0.9382,0.88022,2,2,1,2
-0.74833,-0.72851,0.53073,1,1,1,1
1.2639,-0.6725,0.45226,2,1,1,1
-0.13097,-0.15201,0.023107,1,1,1,1
1.5954,-1.3049,1.7027,2,2,1,1
0.016226,-0.46631,0.21744,1,2,1,1
0.72849,0.3726,0.13883,2,1,1,2
-2.047,0.7394,0.54672,2,1,1,1
1.064,-0.676,0.45698,1,2,1,1
-0.25108,-0.51931,0.26968,2,2,1,1
-0.97094,-0.25618,0.065626,1,2,1,1
-1.2592,-0.51867,0.26902,1,1,1,2
-0.78801,-1.3049,1.7028,2,2,1,1
0.40374,-1.4092,1.9859,2,1,1,1
0.33811,0.58204,0.33877,1,1,1,2
-0.99919,2.6796,7.1805,2,1,1,2
1.3304,-0.30894,0.095444,2,2,1,1
0.81636,-0.62268,0.38773,2,2,1,1
2.0059,-1.2511,1.5652,1,1,1,2
-0.9615,0.3723,0.1386,1,2,1,1
-0.021766,-0.36086,0.13022,1,2,1,1
2.0335,-0.51878,0.26913,1,1,1,1
0.78357,-0.78104,0.61003,2,2,1,2
-0.032242,-0.93798,0.8798,2,1,1,1
0.12534,0.21494,0.046199,1,2,1,2
0.95741,-1.0425,1.0867,2,2,1,1
-0.02403,-1.1481,1.3181,2,2,1,2
0.46014,-1.2521,1.5677,2,1,1,2
-0.57374,-0.36045,0.12993,1,2,1,2
0.45655,-0.57135,0.32645,2,2,1,2
1.4112,-1.2524,1.5686,1,2,1,1
0.14541,-0.25626,0.065671,1,2,1,1
1.6929,0.058136,0.0033798,2,1,1,1
-0.47712,-0.62142,0.38617,1,2,1,1
0.12223,0.16244,0.026388,1,2,1,1
0.86262,0.1103,0.012167,1,2,1,2
-0.50447,-0.46646,0.21759,1,2,1,1
0.1948,-0.62285,0.38795,1,2,1,2
1.4744,4.5674,20.861,1,1,1,1
-1.8737,-0.14959,0.022377,2,1,1,2
-0.36096,-1.0952,1.1995,1,2,1,1
1.2893,-0.25671,0.065898,1,1,1,2
-0.99961,1.0546,1.1122,2,1,1,2
1.735,1.0544,1.1118,2,1,1,2
-0.61869,-0.62375,0.38907,1,1,1,1
0.11289,-0.099185,0.0098376,2,2,1,2
-0.78452,0.37313,0.13923,1,1,1,1
-1.6108,0.32058,0.10277,1,1,1,2
-0.40101,0.26765,0.071639,1,2,1,2
0.48307,2.3653,5.5946,1,1,1,2
-0.48168,-1.5669,2.455,2,2,1,1
-0.38914,-1.2007,1.4417,2,1,1,2
1.0885,-0.36174,0.13086,2,1,1,2
0.32074,-0.46635,0.21749,2,2,1,2
0.42454,-0.78075,0.60957,2,2,1,2
0.71494,-0.20192,0.040773,1,1,1,1
0.097316,-0.099664,0.0099328,1,1,1,1
1.7266,-0.25596,0.065514,1,1,1,1
0.21628,-0.67541,0.45618,1,1,1,2
0.42375,-0.30877,0.095339,2,2,1,2
-1.1802,0.26814,0.071898,1,2,1,1
0.707,-0.15164,0.022994,1,2,1,1
0.13915,0.37382,0.13974,2,1,1,2
-0.44542,-0.09909,0.0098189,2,2,1,2
-0.10126,-0.62411,0.38951,2,1,1,1
-0.61824,0.21507,0.046256,2,1,1,1
0.50424,-0.20362,0.041463,2,1,1,1
0.3969,4.7771,22.821,1,1,1,2
1.8396,-0.30944,0.095753,2,1,1,1
-1.0926,0.060105,0.0036126,2,2,1,1
-0.65956,-0.5176,0.26791,2,2,1,2
-1.1574,0.11015,0.012134,1,1,1,2
0.55041,-0.62318,0.38835,1,2,1,2
-0.13534,0.52964,0.28052,1,2,1,1
-1.3463,0.37355,0.13954,2,1,1,1
-1.2121,-0.20423,0.041711,2,2,1,1
-0.66346,1.3693,1.875,1,2,1,2
-0.99468,0.5306,0.28154,2,1,1,2
-0.12372,-0.098347,0.0096721,2,2,1,2
-2.0244,1.3168,1.7339,1,2,1,2
-0.31733,0.89746,0.80543,1,2,1,2
0.77139,-0.93711,0.87817,2,1,1,2
-0.56384,-0.51859,0.26893,1,2,1,1
0.97777,-0.41438,0.17171,2,1,1,2
-1.404,-0.67488,0.45547,2,2,1,1
0.14346,0.26769,0.071659,2,1,1,1
0.044883,0.26817,0.071914,2,1,1,2
0.52654,-0.41359,0.17106,2,2,1,2
-0.85597,0.37339,0.13942,1,2,1,2
0.8142,0.6348,0.40297,1,1,1,2
-0.31918,-0.20416,0.041679,2,1,1,2
0.92419,0.058401,0.0034107,2,2,1,1
0.5807,-0.308,0.094865,1,2,1,1
0.25338,0.42527,0.18085,2,2,1,2
0.15723,0.21616,0.046726,2,2,1,1
-2.26,-0.51841,0.26875,2,2,1,2
1.0315,-0.83339,0.69453,1,1,1,1
2.152,-0.30925,0.095636,1,1,1,1
-0.4655,-0.098555,0.0097132,1,2,1,1
-0.24808,-0.15211,0.023137,2,2,1,2
0.74339,-0.46557,0.21675,1,1,1,1
-0.12641,0.37301,0.13914,1,1,1,1
-0.98674,0.53021,0.28112,1,2,1,1
0.11389,-1.0431,1.088,2,2,1,2
0.31353,0.63469,0.40283,1,1,1,2
-0.03801,1.7366,3.0158,2,1,1,2
0.52177,-0.72847,0.53067,1,2,1,1
-1.041,0.26881,0.072258,1,1,1,1
0.50081,-0.72868,0.53097,2,1,1,1
-0.1469,1.0545,1.1121,1,1,1,2
0.4771,1.2646,1.5993,1,1,1,1
1.1377,-0.30844,0.095134,1,1,1,1
-1.7918,-0.88485,0.78296,2,1,1,1
1.4355,-0.09895,0.0097911,1,2,1,1
0.093928,-0.25581,0.065438,1,2,1,1
-0.91386,-0.25639,0.065735,2,2,1,2
1.3722,1.1067,1.2248,2,1,1,1
-0.83188,-0.51651,0.26678,1,1,1,2
-0.85512,0.26757,0.071594,2,2,1,1
-0.46776,1.8923,3.5808,1,2,1,2
-0.067864,-1.3575,1.8428,2,2,1,1
0.61959,-0.8851,0.78341,2,2,1,1
1.6684,-1.0958,1.2007,2,1,1,2
1.307,-0.36127,0.13052,1,1,1,2
0.64809,0.58316,0.34007,1,1,1,2
2.5995,-0.2566,0.065845,1,1,1,1
0.64166,-0.62384,0.38917,2,2,1,1
-0.22122,0.057957,0.003359,2,1,1,2
-0.21743,0.3196,0.10214,1,2,1,2
-1.979,-0.046236,0.0021378,2,1,1,2
-0.4114,-1.043,1.0879,2,2,1,1
1.0525,1.4217,2.0213,1,1,1,2
0.14456,-0.78108,0.61008,2,2,1,1
0.57854,-0.51871,0.26906,1,1,1,1
-0.065493,-0.93853,0.88084,1,2,1,1
1.4006,0.42539,0.18096,1,2,1,1
-0.69205,1.0023,1.0046,1,1,1,2
-1.2635,0.16303,0.026579,2,1,1,2
0.41658,0.37147,0.13799,2,1,1,2
1.446,0.32067,0.10283,1,2,1,2
-0.31012,-1.2534,1.571,2,2,1,1
1.1972,-0.67627,0.45734,1,2,1,1
-0.55149,-0.41398,0.17138,2,1,1,1
0.34615,-0.57108,0.32614,2,2,1,1
0.47202,1.4222,2.0227,1,1,1,2
-0.52273,1.3692,1.8746,1,1,1,1
0.17758,0.37247,0.13874,2,1,1,1
0.70331,0.058578,0.0034314,1,1,1,1
0.96879,-0.15137,0.022913,2,2,1,2
-0.28892,1.3688,1.8736,1,1,1,1
0.51802,-0.30907,0.095526,2,1,1,1
-1.3713,-0.51776,0.26808,2,1,1,2
0.57578,-0.93718,0.8783,1,2,1,1
-0.86173,-0.51838,0.26872,1,2,1,2
0.13633,1.4213,2.02,1,2,1,2
-0.06218,0.42547,0.18103,2,2,1,2
0.051423,1.5783,2.491,1,2,1,2
-2.4361,1.7359,3.0133,1,2,1,2
-2.5362,0.89604,0.80288,2,2,1,1
0.11908,-1.7244,2.9736,2,2,1,2
-0.5932,0.32045,0.10269,1,1,1,1
-0.37411,2.3134,5.3518,1,2,1,2
0.078559,2.1035,4.4249,1,1,1,2
1.3745,0.68739,0.47251,2,2,1,2
-0.67499,4.3576,18.988,1,1,1,1
0.31937,1.5787,2.4922,1,1,1,1
0.33617,-1.1477,1.3173,2,1,1,1
-0.78183,-1.2523,1.5682,2,1,1,2
-0.075295,0.0058138,3.38e-05,2,2,1,1
-0.75117,-0.83295,0.69381,2,1,1,2
-0.47384,0.37306,0.13917,1,1,1,2
-0.56605,-0.045909,0.0021076,2,2,1,1
-0.21682,-1.0433,1.0885,2,2,1,1
0.62749,-1.304,1.7004,1,2,1,1
-1.4668,-0.67576,0.45665,2,1,1,2
0.17624,-1.2531,1.5702,2,1,1,1
-1.2556,0.26867,0.072185,1,2,1,2
-0.44201,-0.83338,0.69452,2,1,1,1
1.5664,3.782,14.303,1,1,1,2
-0.2731,0.68826,0.4737,2,1,1,2
-1.8099,-0.67601,0.45699,2,2,1,2
-2.066,2.7321,7.4644,1,1,1,2
0.54393,0.42531,0.18088,1,2,1,1
-0.892,1.7359,3.0132,2,1,1,1
0.13191,-0.4661,0.21725,2,2,1,2
-1.6004,-1.3568,1.841,2,2,1,1
-0.67008,-0.83267,0.69334,1,2,1,1
-0.64873,-1.0428,1.0874,1,2,1,2
-1.2864,-0.25644,0.065764,2,1,1,1
1.869,-0.098136,0.0096308,1,1,1,1
-0.14457,-0.46618,0.21733,2,2,1,1
0.54043,-0.67561,0.45646,2,1,1,1
-1.3157,-0.77982,0.60812,2,1,1,2
0.0067319,-0.36105,0.13036,1,2,1,2
1.4489,0.058272,0.0033957,1,2,1,2
-0.50494,0.26782,0.071725,2,1,1,1
-1.8613,0.1638,0.02683,1,1,1,2
-0.65832,-0.25641,0.065746,2,1,1,1
-0.22555,-0.20394,0.04159,1,1,1,1
-0.56065,-0.25665,0.065868,2,1,1,1
0.47186,-0.77933,0.60736,1,2,1,2
1.2796,-0.097436,0.0094938,1,1,1,2
-1.2234,-0.046536,0.0021656,1,1,1,2
0.66423,-0.56955,0.32439,2,2,1,2
-1.0898,1.1068,1.2251,1,1,1,1
1.1536,0.3722,0.13853,1,1,1,2
0.60409,-0.78041,0.60905,2,2,1,1
-0.12481,-0.51843,0.26877,2,1,1,1
0.13178,-0.098516,0.0097055,2,2,1,1
-0.019127,-0.88506,0.78333,2,2,1,2
0.020169,-0.36146,0.13065,2,2,1,2
-0.46557,-0.67658,0.45776,2,1,1,2
0.35424,-0.20241,0.040969,1,2,1,1
1.5684,0.16329,0.026663,1,2,1,2
-1.0977,0.26742,0.071513,2,2,1,2
-1.0931,-0.93702,0.878,2,2,1,1
-1.2422,-0.046515,0.0021637,2,2,1,1
0.28343,-0.62292,0.38803,1,2,1,1
0.24606,-0.98871,0.97755,1,2,1,2
0.30369,0.058176,0.0033845,1,1,1,2
1.244,-0.098888,0.0097789,1,2,1,1
-0.20193,1.7354,3.0115,1,1,1,2
-1.6334,-0.6758,0.45671,1,2,1,1
-0.72162,0.16333,0.026678,2,1,1,1
1.3834,0.53035,0.28127,2,1,1,1
0.28736,-0.46641,0.21754,2,2,1,2
-0.61558,0.11069,0.012252,2,1,1,1
-1.1118,-0.46587,0.21704,1,2,1,1
-0.97763,-0.36105,0.13036,2,2,1,1
-0.17319,0.1636,0.026764,1,1,1,2
-1.1974,0.26817,0.071914,1,2,1,2
-2.2198,1.6822,2.8297,1,1,1,2
0.87797,0.16241,0.026378,1,1,1,2
0.27551,0.11082,0.01228,2,2,1,2
-0.63386,0.11023,0.012151,1,2,1,2
-0.0076693,-0.15182,0.023049,2,2,1,1
0.99517,0.26789,0.071765,1,2,1,2
2.6933,0.68765,0.47287,2,1,1,2
-0.36709,-0.4664,0.21753,2,1,1,2
0.059513,-0.5186,0.26894,2,1,1,1
-0.27385,1.3171,1.7348,1,1,1,2
